New_ID,STUDID,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Difficulty Level,Course Recommended,Course Rating,field of interest
4950,1667,STEM Jr,Qatar,English Language Private School,Male,9,offline,48,3,Python,4,CODING
4951,1667,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Qatar,English Language Private School,Male,13,online,48,3,Game Development,4,CODING
4952,1668,Young App Developer,Malaysia,Ambenda Manpol,Male,10,online,48,3,Python,4,ARTIFICIAL INTELLIGENCE
4953,1668,Game and App Development,Malaysia,English Language Private School,Male,9,hybrid,8,1,AI,4,ARTIFICIAL INTELLIGENCE
4954,1669,JAVA,Malaysia,English Language Private School,Male,8,hybrid,48,3,Python,5,UNIQUE COURSES
4955,1669,Robotics,Singapore,"Global Indian Inter. School, DXB",Male,12,online,48,3,Game Development,3,UNIQUE COURSES
4956,1669,Artificial Intelligence,Singapore,Gulf Indian High School,Male,9,online,48,3,Robotics Innovative Learning,3,UNIQUE COURSES
4957,1670,Young Designer,Singapore,English Language Private School,Male,6,online,8,1,Python,3,ARTIFICIAL INTELLIGENCE
4958,1671,Metaverse,Iran,Hartland International School,Female,12,hybrid,24,2,Coding for kids,4,ARTIFICIAL INTELLIGENCE
4959,1671,Coding For KidsCoding for kids,Iran,English Language Private School,Female,8,online,96,4,Game Development,5,ARTIFICIAL INTELLIGENCE
4960,1671,Graphic Designing,Iran,English Language Private School,Female,11,hybrid,24,2,Coding for kids,5,ARTIFICIAL INTELLIGENCE
4961,1672,STEM Jr,Cuba,Reach British School,Male,12,hybrid,24,2,Game Development,5,STEM
4962,1672,Artificial Intelligence & Machine Learning,Cuba,Gulf Indian High School,Male,9,hybrid,24,2,Game Development,5,STEM
4963,1672,3D Designing & Modelling,Cuba,English Language Private School,Male,9,offline,8,1,AI,5,STEM
4964,1672,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Oman,Li Englisto,Male,12,offline,8,1,Coding for kids,5,STEM
4965,1673,Young Game Developer,Oman,Gulf Indian High School,Male,8,offline,48,3,AI,4,ELECTRONICS
4966,1673,STEM Sr,Oman,English Language Private School,Male,8,hybrid,24,2,Graphics Designing,4,ELECTRONICS
4967,1673,Young Product Designer,Iran,Edyscan Spl kid,Female,11,online,48,3,Game Development,3,ELECTRONICS
4968,1673,Young Innovator,Iran,Gulf Indian High School,Female,8,hybrid,48,3,Coding for kids,4,ELECTRONICS
4969,1674,Design Thinking and Entrepreneur Program,Iran,English Language Private School,Female,9,hybrid,24,2,Coding for kids,3,ROBOTICS
4970,1675,Technology Innovative Learning,Malaysia,Sheffield Private School,Female,13,offline,24,2,App Development,3,CODING
4971,1675,LEGO Robotics,Malaysia,Gulf Indian High School,Female,9,offline,48,3,App Development,3,CODING
4972,1675,Game and App Development,Malaysia,English Language Private School,Female,9,hybrid,48,3,Python,4,CODING
4973,1675,Game Development - Block-Based,Bosnia and Herzegovina,Indian School Bahrain,Female,11,hybrid,24,2,Graphics Designing,3,CODING
4974,1675,VEX Robotics,Bosnia and Herzegovina,Gulf Indian High School,Female,9,online,48,3,Graphics Designing,5,CODING
4975,1676,Drone Technology & Aerodynamics,Bosnia and Herzegovina,English Language Private School,Female,9,online,8,1,App Development,3,ELECTRONICS
4976,1676,Virtual Robotics & Mechatronics,Korea,Indian learners own academy,Female,10,hybrid,96,4,Python,5,ELECTRONICS
4977,1676,Game and App Development,Korea,Gulf Indian High School,Female,9,offline,24,2,Technology Innovative Learning,3,ELECTRONICS
4978,1676,Design Thinking and Entrepreneur Program,Korea,English Language Private School,Female,9,hybrid,48,3,Robotics Innovative Learning,4,ELECTRONICS
4979,1676,Young Game Developer,Jordan,Belvedere British School,Female,10,offline,24,2,Robotics Innovative Learning,3,ELECTRONICS
4980,1677,3D Designing,Jordan,Gulf Indian High School,Female,9,online,8,1,App Development,3,ROBOTICS
4981,1678,Game and App Development,Jordan,English Language Private School,Female,8,hybrid,96,4,Graphics Designing,3,DESIGNING AND ANIMATION
4982,1678,Drone Technology,New Zealand,Hartland International School,Male,11,hybrid,48,3,Graphics Designing,3,DESIGNING AND ANIMATION
4983,1678,Artificial Intelligence & Machine Learning,New Zealand,Gulf Indian High School,Male,10,offline,24,2,AI,3,DESIGNING AND ANIMATION
4984,1678,Graphic Designing & Animation,New Zealand,English Language Private School,Male,9,hybrid,96,4,Game Development,4,DESIGNING AND ANIMATION
4985,1678,Young Web Developer,Cuba,GIIS,Female,10,hybrid,48,3,Python,5,DESIGNING AND ANIMATION
4986,1679,Programming & Coding - Python/JAVA/HTML/C/C++,Cuba,Gulf Indian High School,Female,9,online,24,2,3D Designing,3,UNIQUE COURSES
4987,1679,Graphic Designing & Animation,Cuba,English Language Private School,Female,9,offline,96,4,App Development,4,UNIQUE COURSES
4988,1679,HTML Programming,Taiwan,Dubai Scholars Private School,Female,12,online,48,3,App Development,3,UNIQUE COURSES
4989,1680,Python Programming,Taiwan,English Language Private School,Female,9,offline,48,3,Game Development,4,GAME DEVELOPMENT
4990,1680,Young Product Designer,Taiwan,English Language Private School,Female,8,hybrid,24,2,App Development,3,GAME DEVELOPMENT
4991,1681,Young Designer,Srilanka,Apeejay school,Female,9,offline,24,2,App Development,3,ROBOTICS
4992,1682,Robotics,Srilanka,Gulf Indian High School,Female,8,online,24,2,Robotics Innovative Learning,5,ARTIFICIAL INTELLIGENCE
4993,1682,Young App Developer,Srilanka,English Language Private School,Female,8,online,96,4,Graphics Designing,3,ARTIFICIAL INTELLIGENCE
4994,1682,Technology Innovative Learning,Iran,GEMS Wellington International School,Male,9,offline,24,2,Game Development,4,ARTIFICIAL INTELLIGENCE
4995,1683,Design Thinking and Entrepreneur Program,Iran,Gulf Indian High School,Male,9,online,24,2,Python,3,ARTIFICIAL INTELLIGENCE
4996,1683,Virtual Robotics & Mechatronics,Iran,English Language Private School,Male,9,online,48,3,Game Development,4,ARTIFICIAL INTELLIGENCE
4997,1683,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Switzerland,Jubail International School,Male,12,hybrid,48,3,Graphics Designing,4,ARTIFICIAL INTELLIGENCE
4998,1683,French Language Course,Switzerland,Gulf Indian High School,Male,8,hybrid,8,1,3D Designing,3,ARTIFICIAL INTELLIGENCE
4999,1683,Young Web Developer,Switzerland,English Language Private School,Male,9,offline,96,4,Python,3,ARTIFICIAL INTELLIGENCE
5000,1684,Game Development with Unity,Korea,The Aquila School,Female,8,offline,96,4,Game Development,3,ROBOTICS
5001,1685,Drone Technology & Aerodynamics,Korea,Gulf Indian High School,Female,9,hybrid,48,3,App Development,3,ARTIFICIAL INTELLIGENCE
5002,1685,Technology Innovative Learning,Korea,English Language Private School,Female,8,offline,96,4,Game Development,4,ARTIFICIAL INTELLIGENCE
5003,1685,STEM Jr,Turkey,"Indian School Muscat, Oman",Male,12,online,24,2,Coding for kids,5,ARTIFICIAL INTELLIGENCE
5004,1685,VEX Robotics,Turkey,Gulf Indian High School,Male,9,offline,48,3,App Development,3,ARTIFICIAL INTELLIGENCE
5005,1685,Python Programming,Turkey,English Language Private School,Male,9,offline,48,3,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
5006,1686,Young Web Developer,New Zealand,"GD Goenka Public School, Agra, India",Female,12,online,24,2,App Development,4,STEM
5007,1686,Game Development,New Zealand,English Language Private School,Female,6,offline,48,3,3D Designing,5,STEM
5008,1686,Data Analysis with PythonData Science,New Zealand,English Language Private School,Female,10,online,8,1,Graphics Designing,3,STEM
5009,1686,Python Programming,Jordan,Primus Private School LLC,Male,9,offline,24,2,Python,3,STEM
5010,1686,Young Data Scientist,Jordan,English Language Private School,Male,9,offline,48,3,Coding for kids,3,STEM
5011,1687,Young Game Developer,Jordan,English Language Private School,Male,8,hybrid,48,3,App Development,3,GAME DEVELOPMENT
5012,1688,Web Development,Ireland,English Language Private School,Female,10,online,96,4,Robotics Innovative Learning,5,CODING
5013,1689,LEGO Robotics,Ireland,English Language Private School,Female,9,hybrid,24,2,AI,3,CODING
5014,1689,C++ Programming,Ireland,English Language Private School,Female,9,online,96,4,AI,3,CODING
5015,1689,Metaverse,Bosnia and Herzegovina,English Language Private School,Female,8,offline,48,3,Robotics Innovative Learning,4,CODING
5016,1689,Virtual Robotics,Bosnia and Herzegovina,English Language Private School,Female,9,offline,48,3,Technology Innovative Learning,4,CODING
5017,1689,Microsoft Arcade,Bosnia and Herzegovina,Gulf Indian High School,Female,9,hybrid,96,4,Graphics Designing,4,CODING
5018,1690,Young Data Scientist,Poland,English Language Private School,Male,9,offline,48,3,Python,3,ARTIFICIAL INTELLIGENCE
5019,1690,Robotics,Poland,English Language Private School,Male,8,offline,48,3,3D Designing,3,ARTIFICIAL INTELLIGENCE
5020,1691,Artificial Intelligence & Machine Learning,Poland,Gulf Indian High School,Male,8,online,48,3,3D Designing,3,UNIQUE COURSES
5021,1691,STEM Jr,Cameroon,GEMS Modern Academy,Male,11,offline,24,2,App Development,3,UNIQUE COURSES
5022,1691,LEGO Robotics,Cameroon,English Language Private School,Male,8,hybrid,48,3,Graphics Designing,5,UNIQUE COURSES
5023,1692,Drone Technology & Aerodynamics,Cameroon,Gulf Indian High School,Male,8,offline,24,2,Robotics Innovative Learning,5,ELECTRONICS
5024,1692,HTML Programming,Ukraine,English Language Private School,Female,7,hybrid,48,3,Coding for kids,4,ELECTRONICS
5025,1692,Drone Technology,Ukraine,English Language Private School,Female,8,hybrid,8,1,Robotics Innovative Learning,3,ELECTRONICS
5026,1692,Game Development with Unity,Ukraine,English Language Private School,Female,10,hybrid,8,1,Robotics Innovative Learning,3,ELECTRONICS
5027,1693,Web Development,Kuwait,English Language Private School,Female,10,hybrid,24,2,3D Designing,3,STEM
5028,1693,Young Game Developer,Kuwait,English Language Private School,Female,9,hybrid,48,3,Game Development,4,STEM
5029,1693,Data Analysis with PythonData Science,Kuwait,English Language Private School,Female,10,hybrid,48,3,Graphics Designing,3,STEM
5030,1693,Young Data Scientist,Taiwan,English Language Private School,Female,8,hybrid,96,4,Coding for kids,3,STEM
5031,1694,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Taiwan,English Language Private School,Female,9,online,8,1,AI,4,ARTIFICIAL INTELLIGENCE
5032,1694,Data Analysis with PythonData Science,Taiwan,English Language Private School,Female,10,offline,24,2,Technology Innovative Learning,5,ARTIFICIAL INTELLIGENCE
5033,1694,Technology Innovative Learning,Switzerland,English Language Private School,Male,9,online,24,2,AI,3,ARTIFICIAL INTELLIGENCE
5034,1694,VEX Robotics,Switzerland,English Language Private School,Male,10,offline,48,3,App Development,3,ARTIFICIAL INTELLIGENCE
5035,1695,Young Game Developer,Switzerland,English Language Private School,Male,7,hybrid,24,2,Robotics Innovative Learning,4,ROBOTICS
5036,1695,French Language Course,Poland,English Language Private School,Male,7,hybrid,96,4,Graphics Designing,5,ROBOTICS
5037,1695,Robotics,Poland,Gulf Indian High School,Male,7,hybrid,96,4,Graphics Designing,4,ROBOTICS
5038,1695,Young Honcho,Poland,English Language Private School,Male,9,online,48,3,Python,3,ROBOTICS
5039,1695,3D Designing,Cook Islands,English Language Private School,Male,9,offline,8,1,App Development,3,ROBOTICS
5040,1696,French Language Course,Cook Islands,Gulf Indian High School,Male,9,online,24,2,AI,3,CODING
5041,1696,Young Web Developer,Cook Islands,English Language Private School,Male,7,hybrid,48,3,3D Designing,3,CODING
5042,1696,Drone Technology,Oman,English Language Private School,Male,10,online,96,4,Python,3,CODING
5043,1696,Young Honcho,Oman,Gulf Indian High School,Male,8,offline,24,2,Game Development,3,CODING
5044,1696,Young Designer,Oman,English Language Private School,Male,8,offline,96,4,App Development,4,CODING
5045,1697,Robotics,Malaysia,English Language Private School,Male,10,offline,48,3,Game Development,3,GAME DEVELOPMENT
5046,1697,Young Product Designer,Malaysia,English Language Private School,Male,9,online,48,3,Technology Innovative Learning,4,GAME DEVELOPMENT
5047,1697,Young Data Scientist,Malaysia,English Language Private School,Male,10,online,48,3,3D Designing,4,GAME DEVELOPMENT
5048,1697,Young Entrepreneur,Palestine,English Language Private School,Male,9,offline,48,3,Python,3,GAME DEVELOPMENT
5049,1697,STEM Jr,Palestine,English Language Private School,Male,9,offline,24,2,Graphics Designing,4,GAME DEVELOPMENT
5050,1698,Metaverse,Palestine,English Language Private School,Male,8,online,24,2,AI,5,CODING
5051,1698,Programming & Coding - Python/JAVA/HTML/C/C++,Venezuela,English Language Private School,Male,8,hybrid,24,2,AI,3,CODING
5052,1699,3D Designing & Modelling,Venezuela,Gulf Indian High School,Male,8,online,24,2,Technology Innovative Learning,5,STEM
5053,1699,C++ Programming,Venezuela,English Language Private School,Male,6,hybrid,96,4,Robotics Innovative Learning,4,STEM
5054,1699,Coding For KidsCoding for kids,Canada,English Language Private School,Female,10,hybrid,24,2,Coding for kids,3,STEM
5055,1699,Internet of Things,Canada,Gulf Indian High School,Female,9,online,48,3,Technology Innovative Learning,3,STEM
5056,1700,Web Development,Canada,English Language Private School,Female,9,hybrid,8,1,3D Designing,4,GAME DEVELOPMENT
5057,1701,Internet of Things,Venezuela,English Language Private School,Female,10,offline,48,3,Robotics Innovative Learning,4,UNIQUE COURSES
5058,1702,Game Development - Block-Based,Venezuela,English Language Private School,Female,6,online,8,1,App Development,3,UNIQUE COURSES
5059,1702,Young Honcho,Venezuela,Gulf Indian High School,Female,8,online,48,3,Coding for kids,3,UNIQUE COURSES
5060,1702,Metaverse,Afghanistan,English Language Private School,Female,8,hybrid,24,2,App Development,5,UNIQUE COURSES
5061,1703,Virtual Robotics,Afghanistan,Gulf Indian High School,Female,10,offline,48,3,Graphics Designing,3,CODING
5062,1703,Scratch Coding,Afghanistan,English Language Private School,Female,9,online,48,3,AI,3,CODING
5063,1703,3D Designing,Qatar,English Language Private School,Female,8,hybrid,24,2,AI,3,CODING
5064,1703,Arduino,Qatar,Gulf Indian High School,Female,8,offline,96,4,Python,4,CODING
5065,1704,C++ Programming,Qatar,English Language Private School,Female,10,online,24,2,Coding for kids,4,ELECTRONICS
5066,1705,Design Thinking and Entrepreneur Program,Syria,Indian High School,Female,8,online,48,3,Game Development,4,DESIGNING AND ANIMATION
5067,1705,Virtual Robotics & Mechatronics,Syria,Gulf Indian High School,Female,10,online,48,3,Graphics Designing,5,DESIGNING AND ANIMATION
5068,1705,HTML Programming,Syria,English Language Private School,Female,6,online,48,3,App Development,4,DESIGNING AND ANIMATION
5069,1705,3D Designing & Modelling,Venezuela,English Language Private School,Female,9,offline,96,4,Technology Innovative Learning,5,DESIGNING AND ANIMATION
5070,1705,Microsoft Arcade,Venezuela,Gulf Indian High School,Female,10,hybrid,24,2,Game Development,5,DESIGNING AND ANIMATION
5071,1706,Young App Developer,Venezuela,English Language Private School,Female,9,offline,8,1,AI,3,UNIQUE COURSES
5072,1706,Virtual Robotics & Mechatronics,USA,English Language Private School,Male,7,offline,48,3,Graphics Designing,5,UNIQUE COURSES
5073,1706,Electronics for Kids,USA,Gulf Indian High School,Male,10,online,24,2,Python,3,UNIQUE COURSES
5074,1707,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,USA,English Language Private School,Male,10,online,8,1,Game Development,3,DESIGNING AND ANIMATION
5075,1707,App Development,Cuba,English Language Private School,Male,7,online,48,3,Technology Innovative Learning,4,DESIGNING AND ANIMATION
5076,1707,3D Designing & Modelling,Cuba,English Language Private School,Male,7,offline,8,1,Python,4,DESIGNING AND ANIMATION
5077,1708,Young Web Developer,Cuba,English Language Private School,Male,9,online,24,2,Coding for kids,4,ARTIFICIAL INTELLIGENCE
5078,1708,App Development,Korea,English Language Private School,Female,7,offline,48,3,Graphics Designing,5,ARTIFICIAL INTELLIGENCE
5079,1708,Young Entrepreneur,Korea,English Language Private School,Female,6,hybrid,24,2,Coding for kids,5,ARTIFICIAL INTELLIGENCE
5080,1708,3D Designing,Korea,English Language Private School,Female,8,online,48,3,Coding for kids,5,ARTIFICIAL INTELLIGENCE
5081,1708,Young Data Scientist,Turkey,English Language Private School,Female,7,online,24,2,Game Development,3,ARTIFICIAL INTELLIGENCE
5082,1709,Arduino,Turkey,Gulf Indian High School,Female,7,hybrid,24,2,Game Development,5,UNIQUE COURSES
5083,1709,Artificial Intelligence & Machine Learning,Turkey,English Language Private School,Female,10,hybrid,48,3,App Development,3,UNIQUE COURSES
5084,1709,HTML Programming,United States,English Language Private School,Male,7,hybrid,8,1,Graphics Designing,4,UNIQUE COURSES
5085,1709,Game Development,United States,Gulf Indian High School,Male,8,hybrid,96,4,AI,5,UNIQUE COURSES
5086,1710,Python Programming,United States,English Language Private School,Male,8,offline,24,2,Robotics Innovative Learning,3,DESIGNING AND ANIMATION
