Student Name,Student_ID,Previous Course selected,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 5927,50271,Internet of Things,Young Data Scientist,Russia,Gulf Indian High School,Female,8.0,online,24,Science,2,3D Designing,3
student 5928,64212,Graphic Designing,VEX Robotics,United Kingdom,Gulf Indian High School,Female,8.0,online,24,Art,2,App Development,4
student 5929,40216,Game Development with Unity,Young Game Developer,USA,Gulf Indian High School,Female,7.0,online,8,Science,1,3D Designing,3
student 5930,62476,Artificial Intelligence,App Development,Ukraine,Gulf Indian High School,Female,9.0,online,24,Sports,2,Python,3
student 5931,30202,Game Development,Technology Innovative Learning,United Kingdom,Gulf Indian High School,Female,7.0,hybrid,24,Art,2,Technology Innovative Learning,3
student 5932,52538,App Design and Development,Artificial Intelligence,Singapore,Gulf Indian High School,Male,10.0,hybrid,48,Sports,3,AI,3
student 5933,31496,Young Innovator,Scratch Coding,Nigeria,Gulf Indian High School,Female,7.0,hybrid,48,Sports,3,Graphics Designing,4
student 5934,71412,C Programming,JAVA,UAE,Gulf Indian High School,Male,7.0,offline,24,Science,2,Technology Innovative Learning,4
student 5935,57418,Virtual Robotics,Virtual Robotics & Mechatronics,New Zealand,Gulf Indian High School,Male,9.0,offline,48,Mathematics,3,Coding for kids,4
student 5936,41023,Young Data Scientist,Technology Innovative Learning,Turkey,Gulf Indian High School,Female,10.0,hybrid,24,Technology,2,Game Development,4
student 5937,26235,Young Honcho,Scratch Coding,India,Gulf Indian High School,Female,9.0,offline,24,Science,2,Game Development,5
student 5938,62337,Augmented & Virtual Reality,Young Coder,Taiwan,Gulf Indian High School,Male,7.0,offline,24,Sports,2,Python,3
student 5939,80915,Arduino,HTML Programming,Jordan,Gulf Indian High School,Female,7.0,hybrid,48,Mathematics,3,Python,4
student 5940,22317,STEM Sr,Technology Innovative Learning,KSA,Gulf Indian High School,Female,7.0,hybrid,24,Mathematics,2,Technology Innovative Learning,4
student 5941,25302,Metaverse,Data Science,UAE,Gulf Indian High School,Female,9.0,online,96,Mathematics,4,Graphics Designing,4
student 5942,74776,Young Product Designer,French Language Course,Singapore,Gulf Indian High School,Male,8.0,offline,24,Mathematics,2,Python,3
student 5943,45923,Game and App Development,Technology Innovative Learning,India,English Language Private School,Female,8.0,offline,24,Science,2,Python,3
student 5944,13950,C++ Programming,Arduino,Kuwait,Gulf Indian High School,Male,8.0,online,8,Science,1,3D Designing,3
student 5945,26646,Drone Technology,JAVA,India,Gulf Indian High School,Female,9.0,offline,24,Music,2,Robotics Innovative Learning,4
student 5946,91599,C++ Programming,Space STEM,Poland,Gulf Indian High School,Male,7.0,offline,96,Mathematics,4,AI,5
student 5947,77010,Young Game Developer,Artificial Intelligence & Machine Learning,KSA,Gulf Indian High School,Female,7.0,offline,96,Art,4,App Development,4
student 5948,61538,Graphic Designing,C++ Programming,Korea,Gulf Indian High School,Male,8.0,online,48,Sports,3,Coding for kids,5
student 5949,60192,App Development,Young Game Developer,Jordan,Gulf Indian High School,Female,8.0,hybrid,48,Sports,3,Technology Innovative Learning,5
student 5950,55269,C++ Programming,Drone Technology & Aerodynamics,China,Gulf Indian High School,Female,8.0,offline,48,Mathematics,3,Robotics Innovative Learning,3
student 5951,13641,Artificial Intelligence for Non Programmers,Design Thinking and Entrepreneur Program,Ireland,Gulf Indian High School,Male,9.0,online,24,Sports,2,App Development,3
student 5952,49290,Artificial Intelligence & Machine Learning,Artificial Intelligence of Things (AIoT),Russia,Gulf Indian High School,Female,9.0,offline,96,Sports,4,App Development,3
student 5953,59288,Internet of Things,Augmented & Virtual Reality,United Kingdom,Gulf Indian High School,Male,9.0,online,48,Art,3,Game Development,4
student 5954,57938,Internet of Things,Young Designer,Egypt,Gulf Indian High School,Female,8.0,offline,48,Mathematics,3,Python,3
student 5955,44165,Data Science,Scratch Coding,United Kingdom,Gulf Indian High School,Male,9.0,offline,48,Science,3,3D Designing,3
student 5956,92126,Drone Technology & Aerodynamics,Technology Innovative Learning,Poland,Gulf Indian High School,Female,7.0,online,48,Art,3,3D Designing,3
student 5957,48687,3D Designing & Modelling,Data Analysis with Python,Switzerland,Gulf Indian High School,Male,8.0,hybrid,24,Art,2,3D Designing,3
student 5958,32996,Technology Innovative Learning,Drone Technology & Aerodynamics,Russia,Gulf Indian High School,Male,8.0,online,8,Mathematics,1,Graphics Designing,3
student 5959,80344,3D Designing,Space STEM,Qatar,Gulf Indian High School,Male,8.0,offline,8,Technology,1,Robotics Innovative Learning,3
student 5960,15293,Design Thinking and Entrepreneur Program,Scratch Coding,United Kingdom,Gulf Indian High School,Female,9.0,online,48,Music,3,Python,4
student 5961,49033,3D Designing and Printing,C Programming,Armenia,Gulf Indian High School,Female,8.0,hybrid,24,Science,2,Robotics Innovative Learning,5
student 5962,28232,Game Development - Microsoft Arcade,Technology Innovative Learning,Canada,Gulf Indian High School,Male,8.0,online,24,Mathematics,2,AI,3
student 5963,48189,Public Speaking & Entrepreneurship,STEM Jr,United States,Gulf Indian High School,Male,8.0,online,24,Science,2,Technology Innovative Learning,3
student 5964,90010,Game Development - Block-Based,Game Development - Block-Based,Srilanka,Gulf Indian High School,Female,8.0,hybrid,24,Art,2,Robotics Innovative Learning,5
student 5965,80142,Graphic Designing & Animation,3D Designing & Modelling,Cameroon,Gulf Indian High School,Female,8.0,offline,96,Music,4,AI,5
student 5966,80575,Arduino,Artificial Intelligence,Turkey,Gulf Indian High School,Female,10.0,online,24,Mathematics,2,App Development,5
student 5967,50435,Game Development - Microsoft Arcade,Design Thinking and Entrepreneur Program,India,Gulf Indian High School,Male,9.0,offline,24,Sports,2,Game Development,3
student 5968,24492,Python Programming,Scratch Coding,United States,Gulf Indian High School,Female,9.0,hybrid,48,Sports,3,3D Designing,4
student 5969,33156,Space STEM,Young Data Scientist,Turkey,Gulf Indian High School,Female,7.0,online,8,Art,1,Coding for kids,3
student 5970,93901,VEX Robotics,Game Development,Malaysia,Gulf Indian High School,Male,8.0,offline,8,Sports,1,Game Development,5
student 5971,10981,Young Entrepreneur,Robotics,China,Gulf Indian High School,Female,9.0,hybrid,96,Mathematics,4,Technology Innovative Learning,4
student 5972,55818,Web Development,Drone Technology,Iraq,Gulf Indian High School,Female,9.0,online,8,Mathematics,1,Game Development,5
student 5973,60664,Artificial Intelligence of Things (AIoT),Arduino,Taiwan,Gulf Indian High School,Female,8.0,online,48,Mathematics,3,AI,3
student 5974,15412,Young Entrepreneur,3D Designing & Modelling,Iran (Islamic Republic of),Gulf Indian High School,Male,8.0,hybrid,24,Science,2,Coding for kids,4
student 5976,65575,Young Honcho,JAVA,Ireland,English Language Private School,Male,9.0,hybrid,8,Technology,1,Graphics Designing,5
student 5977,38385,LEGO Robotics,Artificial Intelligence,Cuba,Gulf Indian High School,Female,9.0,hybrid,48,Technology,3,3D Designing,3
student 5978,18576,Artificial Intelligence of Things (AIoT),Robotics,Jordan,English Language Private School,Female,11.0,online,48,Technology,3,Robotics Innovative Learning,5
student 5979,75111,C Programming,Robotics,Uruguay,English Language Private School,Male,6.0,online,96,Sports,4,Game Development,3
student 5980,38454,Arduino,App Design and Development,China,Gulf Indian High School,Female,9.0,offline,24,Science,2,Technology Innovative Learning,3
student 5981,34687,3D Designing and Printing,Metaverse,Egypt,Gulf Indian High School,Male,8.0,online,96,Sports,4,Graphics Designing,5
student 5982,77521,Internet of Things,Young Data Scientist,New Zealand,Gulf Indian High School,Female,7.0,online,24,Mathematics,2,Python,5
student 5983,88037,Virtual Robotics & Mechatronics,VEX Robotics,Cook Islands,Gulf Indian High School,Male,8.0,offline,24,Technology,2,Coding for kids,3
student 5984,93514,Internet of Things,Young Game Developer,Bahrain,Gulf Indian High School,Male,7.0,online,24,Art,2,Python,4
student 5985,86757,Game Development with Unity,App Development,Poland,Gulf Indian High School,Male,9.0,online,48,Music,3,Coding for kids,5
student 5986,22866,Artificial Intelligence for Non Programmers,Technology Innovative Learning,Poland,Gulf Indian High School,Male,10.0,offline,48,Mathematics,3,3D Designing,4
student 5987,48787,Internet of Things,Data Science,United Kingdom,Gulf Indian High School,Female,9.0,hybrid,24,Art,2,AI,4
student 5988,77220,Robotics,Metaverse,United Kingdom,Gulf Indian High School,Male,8.0,offline,24,Music,2,Coding for kids,5
student 5989,71237,3D Designing,Young Coder,Pakistan,Gulf Indian High School,Female,8.0,online,48,Technology,3,Robotics Innovative Learning,3
student 5990,37894,App Design and Development,App Development,India,English Language Private School,Male,6.0,hybrid,8,Music,1,Coding for kids,3
student 5991,47535,Arduino,Scratch Coding,United States,English Language Private School,Male,6.0,offline,24,Mathematics,2,Coding for kids,5
student 5992,30844,HTML Programming,Scratch Coding,United Kingdom,English Language Private School,Female,6.0,hybrid,24,Mathematics,2,3D Designing,4
student 5993,30410,Young Honcho,Metaverse,Turkey,Gulf Indian High School,Female,8.0,hybrid,24,Technology,2,Coding for kids,5
student 5994,24992,VEX Robotics,STEM Sr,Oman,Gulf Indian High School,Male,8.0,hybrid,24,Science,2,AI,4
student 5995,64003,Young Entrepreneur,3D Designing and Printing,Malaysia,Gulf Indian High School,Female,9.0,online,96,Technology,4,3D Designing,4
student 5996,38056,VEX Robotics,Augmented & Virtual Reality,Armenia,Gulf Indian High School,Male,9.0,hybrid,48,Mathematics,3,Coding for kids,5
student 5997,36393,Technology Innovative Learning,Robotics,Egypt,English Language Private School,Male,8.0,offline,48,Sports,3,AI,3
student 5998,14915,Young Designer,Design Thinking and Entrepreneur Program,Canada,English Language Private School,Male,8.0,online,48,Music,3,Technology Innovative Learning,4
student 5999,52996,Scratch Coding,Internet of Things,Cameroon,Gulf Indian High School,Male,9.0,hybrid,96,Art,4,App Development,3
student 6000,59810,Young Entrepreneur,Drone Technology & Aerodynamics,IndiaSpain,Gulf Indian High School,Female,8.0,offline,24,Music,2,3D Designing,4
student 6001,77684,Electronics Program,Game Development - Block-Based,India,English Language Private School,Female,11.0,online,8,Sports,1,Coding for kids,4
student 6002,93414,Technology Innovative Learning,STEM Jr,Pakistan,English Language Private School,Female,8.0,hybrid,96,Mathematics,4,Python,4
student 6003,77610,3D Designing & Modelling,Virtual Robotics & Mechatronics,Pakistan,Gulf Indian High School,Female,8.0,offline,48,Mathematics,3,Graphics Designing,3
student 6004,77988,Young App Developer,3D Designing & Modelling,USA,English Language Private School,Male,10.0,offline,96,Technology,4,3D Designing,5
student 6005,22642,Public Speaking & Entrepreneurship,Metaverse,Cameroon,Gulf Indian High School,Male,8.0,offline,8,Mathematics,1,Game Development,4
student 6006,95046,3D Designing,App Development,India,Gulf Indian High School,Female,8.0,offline,48,Art,3,Graphics Designing,3
student 6007,66213,Graphic Designing & Animation,Graphic Designing,Taiwan,Gulf Indian High School,Female,10.0,hybrid,48,Technology,3,AI,3
student 6008,73582,Artificial Intelligence for Non Programmers,HTML Programming,KSA,Gulf Indian High School,Male,9.0,hybrid,96,Science,4,Coding for kids,5
student 6009,42345,Young Entrepreneur,Young Designer,Egypt,Gulf Indian High School,Male,8.0,hybrid,96,Art,4,Robotics Innovative Learning,5
student 6010,42415,Robotics,Graphic Designing,Iraq,Gulf Indian High School,Female,8.0,online,48,Sports,3,3D Designing,5
student 6011,65689,STEM Jr,App Design and Development,Oman,English Language Private School,Female,6.0,offline,8,Mathematics,1,Robotics Innovative Learning,5
student 6012,40493,Graphic Designing & Animation,Python Programming,Cook Islands,Gulf Indian High School,Male,8.0,hybrid,24,Music,2,Python,5
student 6013,76755,Game Development,Drone Technology & Aerodynamics,Bahrain,English Language Private School,Female,7.0,offline,8,Science,1,Coding for kids,3
student 6014,11553,Young Product Designer,Virtual Robotics & Mechatronics,Canada,Gulf Indian High School,Female,8.0,offline,24,Technology,2,App Development,4
student 6015,15012,Game Development - Microsoft Arcade,Young Designer,Bosnia and Herzegovina,English Language Private School,Male,7.0,offline,24,Art,2,Python,3
student 6016,20127,Game Development,Data Analysis with Python,Canada,English Language Private School,Female,6.0,online,48,Art,3,App Development,4
student 6018,50621,Drone Technology & Aerodynamics,Young Coder,United States,Gulf Indian High School,Male,8.0,online,48,Mathematics,3,Game Development,3
student 6019,81004,Drone Technology,Graphic Designing,India,English Language Private School,Male,9.0,online,48,Science,3,Graphics Designing,4
student 6020,53335,HTML Programming,Young Product Designer,Egypt,English Language Private School,Male,6.0,online,24,Science,2,AI,3
student 6021,89220,Game and App Development,Arduino,Ireland,Gulf Indian High School,Male,8.0,online,24,Technology,2,Coding for kids,4
student 6022,12121,Drone Technology & Aerodynamics,Young Product Designer,Egypt,Gulf Indian High School,Female,9.0,hybrid,48,Mathematics,3,Technology Innovative Learning,5
student 6023,72044,JAVA,Technology Innovative Learning,Pakistan,Gulf Indian High School,Female,8.0,hybrid,8,Art,1,Graphics Designing,3
student 6024,83604,Design Thinking and Entrepreneur Program,Virtual Robotics,Iran (Islamic Republic of),English Language Private School,Female,8.0,offline,48,Music,3,Robotics Innovative Learning,5
student 6025,44908,French Language Course,3D Designing and Printing,Oman,Gulf Indian High School,Male,9.0,hybrid,24,Art,2,Robotics Innovative Learning,4
student 6026,44311,Drone Technology,Young Web Developer,Ireland,Gulf Indian High School,Female,9.0,hybrid,8,Music,1,3D Designing,5
student 6027,25705,Graphic Designing,Game Development - Microsoft Arcade,Palestine,Gulf Indian High School,Male,9.0,hybrid,24,Science,2,3D Designing,4
student 6028,95886,Young Game Developer,Graphic Designing & Animation,Poland,Gulf Indian High School,Male,10.0,offline,24,Art,2,Robotics Innovative Learning,3
student 6029,50959,Game Development - Microsoft Arcade,JAVA,China,Gulf Indian High School,Male,8.0,offline,48,Science,3,Game Development,5
student 6030,76446,Young Data Scientist,3D Designing & Modelling,Korea,Gulf Indian High School,Male,8.0,offline,48,Mathematics,3,Technology Innovative Learning,4
student 6031,49046,Artificial Intelligence for Non Programmers,HTML Programming,Cuba,Gulf Indian High School,Female,7.0,online,8,Technology,1,Coding for kids,3
